Nombre,Equipo,Posición,Liga,Fin de contrato,Lado,Pie bueno,Edad,Valor (€),Altura,GBE,Partidos,Minutos,Tarjetas Amarillas,Tarjetas Rojas,Distancia Media de Pases,Pases de la Muerte,Pases en Profundidad,% Pases Largos,Pases Largos Recibidos,Pases Largos Completados,% Pases al Área en Jugada,Pases,% Pases Último ⅓,% Pases hacia delante,% Pases en Juego en el Área Rival en su Equipo,Pases a Campo Contrario,Pases Recibidos Último ⅓,Pases Completados,% Contribución de Pase,Pases al Último ⅓ Completados,% Pases al Último ⅓,% Pases en Campo Contrario,% Pases en Campo Propio,% Pases,% Pases Adelante Completados,Pases Progresivos Completados,% Pases Progresivos,Pases Cortos Completados,% Paradas Atrapadas,Precisión en Centros (Interceptar),% Pases con la Mano,% Paradas Dentro del Área,% Paradas Fuera del Área,% Paradas,Remates por Gol,xG Recibido,Goles Evitados,xG Recibidos por Gol,xG Parados / xG Recibidos,Presión tras pérdida,Centros Interceptados,Remates Interceptados,Amplitud,Despejes,Acciones Defensivas,Distancia Defensiva,% Duelos Defensivos Ganados,Diferencia Distancia Defensiva con el Equipo,Duelos Defensivos,Duelos Perdidos,% Duelos Exitosos,Duelos,Faltas,% Faltas en Campo Propio,% Acciones Defensivas Altas,Presión Individual,Presión Individual Campo Rival,Intercepciones,Recuperaciones Rápidas,% Recuperaciones Rápidas,Recuperaciones,Recuperaciones en Campo Contrario,Tackles Intentados,Tackles con Éxito,Tackles/Fue Regateado,Tackles/Fue Regateado Último ⅓,Tackles/Fue Regateado ⅓,% Duelos por Bajo,Tackles/Fue Regateado ⅔,Distancia Media Remates,Finalización,Finalizacion xG a Puerta,Goles,Goles Fuera del Área,Remate de Cabeza por Centro,Remate de Cabeza por Tiro,Remates de Cabeza,Goles sin Penaltis,Fueras de Juego,% Remates a Puerta,% Remates a Puerta Fuera del Área,Remates,Tiros a puerta,Remates Fuera del Área,Remates por Goles sin Penaltis,xG,Construcción en su Equipo,Eficiencia xG,xG a Puerta,% xG en Juego en su Equipo,xG por Goles sin Penaltis,xG por Remate,Pérdidas,Pérdidas en Campo Propio,% Retención del Balón,% Retención del Balón en Campo Rival,Regates Intentados,Regates Intentados Último ⅓,% Regates Completados Último ⅓,Regates Intentados Campo Contrario,% Regates Completados Campo Contrario,Regates Intentados Campo Propio,% Regates Completados Campo Propio,Regates Completados Último ⅓,Regates Completados Campo Contrario,Regates Completados Campo Propio,Faltas Recibidas,Regates Completados,% Regates Completados,Toques,Toques en Área Rival,% Toques de Balón en el Área Rival en su Equipo,Asistencias,Progresión de Balón,Progresión de Balón con Conducción,Prog. de Balón Último ⅓,% Progr Balón Campo Rival en su Equipo,Progresión de Balón con Pase,Ocasiones Creadas,Ocasiones Creadas en Jugada,Entradas al Área,Pases Clave en Juego,Pases Completados al Área en Juego,Pases por cada Balón Largo,Pases Progresivos Recibidos,Pases Progresivos Recibidos Último ⅓,Pases Progresivos Recibidos en el Área,Pases Progresivos Recibidos en Campo Rival,Contribución Goleadora,Pases entre Líneas,Toques por Remate,xA de Centros,xA,xA en Jugada,xA en Jugada en su Equipo,xA a Balón Parado,Construcción xG,Construcción xG 5 pases,Construcción xG Último ⅓,Participación xG,Participación xG Último ⅓,Peligro Esperado (xT),xT Regates,xT en Juego,xT en Juego en su Equipo,xT Pases,xT Pases por 100 Pases,Duelos Aéreos Defensivos,% Duelos Aéreos Defensivos Ganados,Eficiencia Aérea,Duelos Aéreos Ofensivos,% Duelos Aéreos Ofensivos,Duelos Aéreos,% Duelos Aéreos Ganados Área Rival,% Duelos Aéreos Ganados Área Propia,Duelos Aéreos Totales Campo Rival,Duelos Aéreos Ganados en AR,% Duelos Aéreos Ganados Campo Rival,Duelos Aéreos Ganados en AP,Duelos Aéreos Ganados,% Duelos Aéreos Ganados,Duelos Aéreos Defensivos Ganados,Duelos Aéreos Ofensivos Ganados,Centros Completados,Centros Completados en Jugada,Eficiencia de Centros,Centros,Centros al Área Pequeña,% Centros Completados,% Centros Completados en Jugada,Conducción y Asistencia,Progreso Medio de Conducciones,Distancia Media de Conducción,Conducciones,% Conducciones,Conducción y Ocasión,Profundidad,Profundidad en el Último ⅓,Conducción y Gol,Conducciones Progresivas,Conducción y Tiro,Pérdidas de Balón,Pérdidas Peligrosas y Gol,Pérdidas Peligrosas,Pérdidas Peligrosas y Tiro,Secuencia acabada en gol,Secuencia acabada en tiro,Puntuación,Recuperaciones en Campo Propio,Faltas en Campo Propio,Faltas en Campo Rival,Centros en Jugada,Pases al Área en Juego,Pases Adelante,Pases Adelante Completados,Duelos Defensivos Ganados,Pases al Último ⅓,Pases Progresivos,Pases Largos,% Pases Largos del total,Pases Clave (Total),Ocasiones Creadas (Total),Duelos Aéreos Área Propia,Duelos Aéreos Área Rival,Pérdidas en Campo Rival,Fecha Ejecución,Rating,rank,Año fin contrato
Vakoun Bayo,Watford,FW,ENG II 2024,Jun 28,Left/Centre,right,"28,0","4 500,0","184,0","17,0","28,0","2 058,0","4,0","0,0","12,9","0,13","0,26","63,6","1,22","0,31","87,5","0,31846865797223384","0,48062015503875966","20,9","6,86","6,38","5,47","0,29898892633606167","-4,76","3,81","75,7","76,8","71,6","0,6169491525423731","63,8","1,18","14,4","5,29","0,0","0,25","33,3","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,48","0,04","0,04","1,88","0,23","2,8","51,8","28,2","15,3","3,72","6,38","0,4415954415954415","0,3488108720271801","1,62","27,0","70,3","27,9","23,7","0,09","0,04","4,17","0,69","0,31","1,01","0,92","90,9","100,0","81,8","33,9","100,0","10,8","21,9","42,9","0,44","0,0","17,9","36,6","0,66","0,39","0,7","0,5248713550600342","0,0","0,6012269938650308","0,5983606557377048","0,13","4,56","0,9310344827586207","10,1","0,4666666666666666","0,43","43,7","0,95","0,7894736842105263","0,253448275862069","0,5023696682464455","82,8","85,5","1,01","0,11830985915492953","0,505249343832021","0,79","38,9","0,22","20,0","0,09734513274336283","0,31","0,04","0,15806451612903227","0,35","34,8","21,1","0,35627530364372473","16,3","0,0","2,84","1,44","1,92","3,45","1,4","0,26","0,22","0,7","0,19402985074626863","0,31","29,9","6,87","2,8","0,5068493150684931","5,29","0,44","0,0","11,8","0,01","0,02","0,16666666666666669","4,28","0,0","0,29","0,1","0,23","0,54","0,49","0,06","0,02","0,06","4,17","0,04","0,32","1,14","15,4","1,94","4,85","36,9","5,99","42,1","40,0","0,31721798134011875","0,35","0,5319236296448367","0,17","1,97","32,9","0,17","1,79","0,04","0,04","0,31","0,26","0,0","16,7","16,7","0,0","13,3","20,9","2,54","65,5","0,17","4,9","11,0","0,04","1,05","0,26","0,26","0,0","0,22","0,0","0,57","3,41","40,0","0,38","0,44","1,18","0,24","0,35","2,55","1,63","1,05","5,03","8,19","0,49","4,0","5,0","5,0","0,42","0,83","2,5",2025-01-31,"5,426509104575627","12,0","2 028,0"
Josh Sargent,Norwich City,FW,ENG II 2024,Jun 28,Centre,right,"24,0","13 000,0","185,0","19,0","15,0","1 278,0","2,0","0,0","13,8","0,07","0,28","62,5","1,41","0,35","66,7","0,31846865797223384","0,5322997416020672","15,0","8,96","5,07","5,35","0,306692344727973","1,51","3,52","66,7","67,9","89,5","0,6542372881355931","53,8","0,84","12,1","4,16","0,0","0,2","100,0","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,14","0,0","0,07","1,2","0,23","2,11","45,2","50,0","7,43","1,97","3,1","0,903133903133903","0,15062287655719142","0,49","57,1","56,7","36,3","33,8","0,84","0,0","0,0","1,46","0,63","0,77","0,77","100,0","100,0","100,0","58,8","100,0","11,8","22,7","-6,92","0,42","0,0","5,88","13,6","0,21","0,35","0,14","0,5454545454545455","100,0","0,45398773006134974","0,5163934426229507","0,14","4,4","0,5172413793103449","8,89","0,6","0,2","32,0","0,72","0,5789473684210527","0,193103448275862","0,18957345971563982","84,2","83,1","1,13","0,19436619718309855","0,7650918635170603","0,84","58,3","0,28","25,0","0,2168141592920354","0,49","0,07","0,2129032258064516","0,56","50,0","21,9","0,39676113360323895","19,1","0,21","2,39","1,48","1,69","3,02","0,92","0,7","0,49","0,99","0,3880597014925373","0,42","26,4","5,0","2,68","0,6643835616438356","3,66","0,63","0,07","14,1","0,03","0,09","0,6666666666666667","16,6","0,01","0,24","0,09","0,23","0,48","0,47","0,13","0,04","0,13","8,95","0,09","0,74","0,78","36,4","1,33","2,46","37,1","3,24","30,0","60,0","0,11620016963528416","0,21","0,6366249230137548","0,21","1,2","37,0","0,28","0,92","0,07","0,07","0,28","0,21","0,07","33,3","33,3","0,07","14,0","18,4","2,68","55,3","0,35","4,93","12,2","0,07","1,27","0,49","0,14","0,0","0,07","0,07","0,84","3,17","52,0","0,83","0,28","0,21","0,21","0,63","1,83","0,98","0,98","5,28","6,94","0,56","4,59","5,0","7,0","0,35","0,7","2,81",2025-01-31,"5,41253590741209","13,0","2 028,0"
Thomas Cannon,Stoke City,FW,ENG II 2024,Jun 29,Left/Centre,right,"22,0","6 000,0","180,0","21,0","22,0","2 022,0","3,0","0,0","14,0","0,0","0,22","46,7","2,31","0,31","72,7","0,13125788809423644","0,37726098191214463","17,8","8,25","3,38","4,76","0,14588348579682234","-2,38","2,09","72,3","69,7","89,2","0,6779661016949154","51,6","0,4","12,1","3,03","0,0","0,16","0,0","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,4","0,0","0,04","2,09","0,21","2,54","67,5","40,9","29,7","2,94","6,77","0,49002849002849014","0,42808607021517553","1,29","13,8","86,0","35,8","32,0","0,17","0,36","32,0","0,43","0,31","0,9","0,82","90,5","90,9","100,0","38,0","85,7","15,9","12,5","8,07","0,4","0,09","3,9","6,25","0,13","0,27","0,45","0,58147512864494","42,9","0,815950920245399","0,7868852459016393","0,62","8,0","0,4482758620689654","7,17","0,4833333333333333","0,29","28,0","0,88","0,2631578947368421","0,03448275862068961","0,1990521327014218","84,2","85,6","1,16","0,22253521126760556","1,0","1,07","70,8","0,09","50,0","0,3141592920353982","0,76","0,04","0,3774193548387097","0,8","69,2","17,4","0,31376518218623484","17,8","0,04","2,0","1,38","1,42","3,0","0,62","0,4","0,27","0,94","0,19402985074626863","0,36","19,1","6,5","2,8","0,5821917808219177","5,03","0,45","0,0","8,12","0,0","0,04","0,25","6,9","0,01","0,17","0,06","0,13","0,38","0,35","0,08","0,04","0,08","7,25","0,04","0,48","0,71","50,0","3,33","7,3","36,0","8,01","10,0","75,0","0,46395250212044115","0,04","0,5853007595976185","0,13","2,98","37,2","0,36","2,63","0,13","0,13","0,85","0,71","0,04","18,8","18,8","0,0","15,3","18,9","2,18","36,7","0,13","4,85","10,2","0,13","0,94","0,53","0,49","0,0","0,04","0,04","0,62","3,87","44,0","0,12","0,18","1,11","0,69","0,5","1,38","0,71","1,2","2,89","3,31","0,66","8,57","5,0","6,0","0,17","0,4","1,87",2025-01-31,"5,370018389139026","14,0","2 029,0"
Michael Smith,Sheffield Wednesday,FW,ENG II 2024,Jun 25,Centre,right,"33,0","250,0","191,0","15,0","26,0","1 193,0","2,0","0,0","14,7","0,38","0,3","30,8","4,38","0,3","47,1","0,5077829196466133","0,5219638242894056","19,9","11,6","6,87","9,58","0,398170438131921","-13,64","3,92","54,7","62,3","77,3","0,35254237288135637","45,5","1,43","18,1","5,28","0,0","0,43","100,0","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,15","0,07","0,07","2,26","0,42","3,17","55,6","41,3","16,7","3,47","6,71","0,5441595441595442","0,45639864099660254","1,28","29,4","73,8","30,6","26,5","0,77","0,07","4,54","1,05","0,75","0,77","0,56","72,7","100,0","66,7","28,6","60,0","14,3","20,7","38,5","0,45","0,07","11,8","31,0","0,68","0,45","0,38","0,516295025728988","33,3","0,8466257668711656","0,7459016393442622","0,45","4,83","0,5172413793103449","11,4","0,75","0,44","22,2","0,58","0,31578947368421056","0,7051724137931036","0,7156398104265401","77,1","78,2","0,3","0,0","0,0","0,23","0,0","0,07","0,0","0,0","0,0","0,0","0,10645161290322583","0,0","0,0","25,3","0,38866396761133615","19,1","0,07","2,49","0,83","1,36","2,98","1,66","0,98","0,45","0,6","0,4328358208955224","0,6","37,2","12,4","5,21","0,7671232876712328","9,73","0,53","0,23","11,6","0,02","0,11","0,6666666666666667","15,5","0,03","0,33","0,17","0,19","0,6","0,5","0,1","0,01","0,1","6,57","0,09","0,52","1,36","61,1","9,27","9,28","52,8","10,6","53,8","88,9","0,6352841391009332","1,58","0,9999999999999998","0,6","5,73","53,9","0,83","4,9","0,07","0,07","0,68","0,6","0,15","12,5","12,5","0,0","11,8","15,5","1,81","37,5","0,15","5,58","12,6","0,0","0,45","0,07","0,53","0,0","0,15","0,0","0,91","4,98","57,0","0,3","0,38","0,9","0,56","1,27","3,32","1,51","1,43","7,17","7,9","0,97","5,83","5,0","6,0","0,67","2,94","4,67",2025-01-31,"5,342034551662098","15,0","2 025,0"
Eliezer Mayenda,Sunderland,FW,ENG II 2024,Jun 28,Left/Centre/Right,left,"19,0","1 000,0","180,0","16,0","21,0","1 555,0","0,0","0,0","14,2","0,64","0,29","50,0","0,93","0,41","44,4","0,16575515355490117","1,0","20,9","9,09","4,51","5,85","0,156957149735195","17,5","3,3","62,6","67,2","90,6","0,51864406779661","64,5","1,04","17,6","2,6","0,0","0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,69","0,17","0,0","2,84","0,22","2,89","52,0","29,6","12,7","3,12","6,08","0,7037037037037037","0,49037372593431483","0,93","12,5","58,0","36,0","31,9","0,44","0,29","14,7","0,89","0,46","1,44","0,72","50,0","83,3","53,8","30,9","14,3","12,1","12,5","-8,71","0,23","0,06","4,11","9,38","0,17","0,23","0,35","0,49228130360205835","33,3","0,638036809815951","0,5901639344262294","0,17","8,0","0,6206896551724137","9,87","0,3333333333333333","0,24","33,9","1,25","0,5263157894736843","0,36206896551724144","0,14691943127962082","82,6","82,7","5,09","1,0","0,7992125984251969","4,17","61,1","0,93","50,0","1,0","2,55","0,46","0,3548387096774194","3,01","59,1","24,4","0,7570850202429151","20,9","0,23","4,22","2,89","3,42","5,47","1,33","0,69","0,58","2,08","0,3880597014925373","0,46","15,3","4,86","3,53","0,21917808219178078","4,17","0,46","0,06","13,2","0,0","0,1","0,75","18,6","0,01","0,36","0,13","0,29","0,58","0,51","0,17","0,07","0,17","11,6","0,1","1,17","0,69","25,0","0,1","1,91","6,06","2,6","0,0","100,0","0,07379134860050889","0,0","0,053582426606446326","0,06","0,29","11,1","0,17","0,12","0,35","0,35","1,85","1,5","0,17","23,1","23,1","0,17","15,8","19,8","4,8","44,6","0,46","9,32","19,0","0,06","3,07","0,75","0,12","0,0","0,12","0,0","0,52","3,53","48,0","0,43","0,12","0,81","1,52","1,04","1,79","1,16","0,92","5,27","5,91","0,82","9,57","6,0","10,0","0,06","0,0","3,88",2025-01-31,"5,3199707283574975","16,0","2 028,0"
Mihailo Ivanovic,Millwall,FW,ENG II 2024,0,Centre,right,"20,0","2 200,0","191,0","16,0","20,0","1 062,0","2,0","0,0","11,8","0,0","0,09","25,0","2,29","0,17","25,0","0,2511569204880101","0,7751937984496122","32,8","2,27","5,0","6,02","0,17717862301396245","-11,26","3,22","57,6","59,6","73,1","0,18305084745762712","34,1","0,93","19,2","5,34","0,0","0,25","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,09","0,0","0,0","2,88","0,22","3,48","63,0","19,5","23,9","3,48","11,6","0,22507122507122523","0,7848244620611551","2,12","36,0","80,5","35,7","29,9","0,29","0,09","8,33","0,59","0,51","0,59","0,44","75,0","66,7","100,0","18,2","66,7","10,2","20,0","49,5","0,34","0,0","12,9","40,0","0,68","0,34","0,51","0,7169811320754716","0,0","0,5460122699386503","0,7131147540983606","0,09","5,0","0,6551724137931033","22,6","0,49999999999999994","0,42","23,0","0,89","0,631578947368421","0,37758620689655176","0,30331753554502366","77,4","77,4","0,51","0,076056338028169","0,5249343832020997","0,42","40,0","0,09","0,0","0,0752212389380531","0,17","0,0","0,26129032258064516","0,17","33,3","18,6","0,4271255060728746","20,7","0,0","1,7","0,76","1,1","2,7","0,93","0,25","0,17","0,42","0,1194029850746269","0,09","39,0","9,58","3,81","0,34246575342465746","7,63","0,34","0,0","11,0","0,0","0,07","0,5","16,8","0,0","0,49","0,07","0,36","0,65","0,52","0,09","0,02","0,09","7,35","0,06","0,61","0,68","25,0","5,82","13,6","37,5","14,2","37,5","100,0","0,9321458863443597","0,51","0,5811948265243276","0,09","5,25","36,9","0,17","5,08","0,0","0,0","0,42","0,42","0,0","0,0","0,0","0,0","13,0","16,5","1,95","69,6","0,09","5,51","10,7","0,17","0,51","0,17","0,34","0,0","0,09","0,0","0,59","3,22","42,0","0,08","0,76","1,36","0,0","0,36","3,48","1,19","0,68","5,59","4,84","0,68","6,42","2,0","2,0","0,09","1,36","3,64",2025-01-31,"5,263657705831873","17,0",nan
Josh Maja,West Brom,FW,ENG II 2024,Jun 26,Centre,right,"26,0","7 000,0","181,0","15,0","26,0","2 110,0","2,0","0,0","14,1","0,13","0,3","52,6","1,24","0,43","50,0","0,5919225915018931","0,3695090439276486","23,9","8,42","8,4","5,97","0,5233509870004815","-10,61","4,82","69,3","70,9","78,9","0,5694915254237289","57,1","2,17","21,4","6,87","0,0","0,02","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,34","0,04","0,0","1,28","0,14","1,75","55,8","42,9","20,2","2,09","3,46","0,8603988603988604","0,1845979614949037","0,72","23,5","68,3","28,6","24,5","0,09","0,13","13,6","0,73","0,47","0,91","0,73","80,0","83,3","80,0","43,2","77,8","13,3","28,6","18,4","0,51","0,0","8,85","23,8","0,43","0,51","0,21","0,46312178387650094","12,5","0,6012269938650308","0,540983606557377","0,34","3,5","0,5517241379310345","7,79","0,8333333333333333","0,34","27,3","0,53","0,47368421052631576","0,5155172413793104","0,6303317535545023","82,1","81,5","0,94","0,0901408450704225","0,5971128608923885","0,68","62,5","0,26","50,0","0,09292035398230089","0,43","0,13","0,44193548387096776","0,56","59,1","27,6","0,2692307692307693","13,5","0,04","3,92","1,66","1,88","3,46","2,26","0,6","0,51","0,6","0,5671641791044776","0,34","32,4","9,51","2,6","0,32191780821917815","5,89","0,56","0,13","15,4","0,0","0,09","0,5","14,2","0,04","0,29","0,19","0,15","0,54","0,42","0,08","0,01","0,07","4,95","0,06","0,33","0,51","41,7","1,5","2,99","37,1","3,5","58,8","100,0","0,1484308736217133","0,43","0,6633134879901457","0,04","1,32","37,8","0,21","1,11","0,0","0,0","0,21","0,21","0,0","0,0","0,0","0,0","11,0","16,2","3,67","64,0","0,17","4,56","11,1","0,0","0,85","0,3","0,09","0,0","0,3","0,04","0,77","4,01","52,0","0,26","0,17","0,55","0,0","0,68","4,47","2,55","0,9","6,96","10,14","0,82","4,37","11,0","12,0","0,04","0,73","3,75",2025-01-31,"5,212010548351578","18,0","2 026,0"
Michael Frey,Queens Park Rangers,FW,ENG II 2024,Jun 25,Centre,right,"30,0","800,0","188,0","16,0","17,0","1 134,0","2,0","0,0","15,0","0,16","0,24","62,5","1,75","0,79","27,3","0,45309213294068157","0,47545219638242897","26,3","6,0","7,54","5,95","0,36928261916225325","-9,96","4,52","71,2","68,3","69,1","0,39322033898305064","60,8","1,91","22,2","5,32","0,0","0,2","100,0","100,0","0,0","100,0","1,0","0,0","0,0","0,0","0,0","0,32","0,0","0,08","2,46","0,0","3,73","55,4","35,2","19,4","4,29","8,49","0,36182336182336194","0,5469988674971688","1,82","26,1","74,5","38,5","32,8","0,62","0,08","4,17","1,47","0,71","1,24","1,01","81,2","83,3","100,0","33,3","75,0","11,0","26,3","-23,38","0,48","0,0","10,9","31,6","0,48","0,4","0,64","0,5900514579759863","0,0","0,42944785276073616","0,5245901639344261","0,16","3,8","0,7586206896551725","9,31","0,5499999999999999","0,22","33,3","0,83","0,8421052631578947","0,49137931034482774","0,5355450236966824","79,8","79,3","0,4","0,02535211267605634","0,437007874015748","0,4","20,0","0,0","0,0","0,035398230088495575","0,08","0,0","0,4225806451612903","0,08","20,0","24,3","0,32995951417004055","18,3","0,08","3,17","1,11","2,3","4,1","2,06","0,71","0,32","0,48","0,22388059701492538","0,24","13,3","9,68","3,02","0,7534246575342465","5,87","0,56","0,16","16,1","0,0","0,06","0,33333333333333337","7,82","0,03","0,27","0,11","0,18","0,54","0,45","0,09","0,02","0,08","6,07","0,07","0,42","1,19","40,0","2,86","7,86","31,3","9,05","33,3","50,0","0,5106022052586938","0,56","0,3676863067132006","0,08","2,94","32,5","0,48","2,46","0,0","0,0","0,4","0,4","0,0","0,0","0,0","0,08","12,8","16,4","2,46","45,2","0,24","4,76","10,9","0,0","0,95","0,32","0,16","0,0","0,16","0,0","0,64","3,73","48,0","0,76","0,48","1,34","0,0","0,88","4,05","2,46","1,51","6,35","8,6","1,26","8,21","3,0","4,0","0,16","1,68","3,81",2025-01-31,"5,203467940111676","19,0","2 025,0"
Jacob Brown,Luton Town,FW,ENG II 2024,Jun 27,Left/Right,right,"26,0","3 500,0","178,0","14,0","20,0","1 006,0","2,0","0,0","13,3","0,27","0,45","25,0","2,24","0,09","60,0","0,36053849389987375","0,5116279069767442","23,6","14,3","5,73","6,98","0,31969186326432353","-12,34","4,12","73,0","68,1","79,6","0,51864406779661","62,9","1,25","14,9","4,65","0,0","0,28","0,0","100,0","100,0","100,0","3,0","0,0","0,0","0,0","0,0","0,54","0,09","0,27","5,01","0,24","4,29","57,0","46,0","16,6","4,47","7,78","0,6495726495726497","0,6885617214043036","1,25","14,3","68,8","48,9","43,1","1,04","0,27","9,09","1,91","1,34","1,59","1,28","80,0","80,0","57,1","47,1","100,0","12,2","14,3","72,5","0,27","0,0","7,79","28,6","0,54","0,27","0,09","0,17838765008576335","33,3","0,656441717791411","0,319672131147541","0,27","7,0","0,8275862068965515","10,1","0,29999999999999993","0,29","37,8","1,31","0,6842105263157894","0,4224137931034483","0,4123222748815165","81,7","81,8","2,15","0,4619718309859154","0,6561679790026247","2,06","52,2","0,09","0,0","0,39823008849557523","1,07","0,0","1,0","1,07","50,0","28,4","0,5080971659919029","20,5","0,09","2,86","1,25","1,61","3,9","1,61","0,54","0,27","0,98","0,1343283582089552","0,54","107,0","5,91","3,31","0,4931506849315068","4,47","0,36","0,09","15,1","0,0","0,05","0,25","11,3","0,02","0,23","0,06","0,2","0,51","0,49","0,07","0,02","0,07","5,59","0,05","0,38","1,43","43,8","2,62","6,26","31,4","7,69","40,0","42,9","0,40966921119592875","0,54","0,3635803736399096","0,27","2,59","33,7","0,63","1,97","0,18","0,18","1,34","1,16","0,27","15,4","15,4","0,0","13,9","17,0","2,86","43,8","0,27","7,6","16,4","0,09","0,72","0,36","0,18","0,0","0,09","0,09","0,45","3,76","55,0","0,57","0,18","1,07","1,17","0,9","3,12","1,96","2,06","5,64","8,39","0,36","2,73","2,0","3,0","0,63","1,35","3,67",2025-01-31,"5,196558208288125","20,0","2 027,0"
Wilson Isidor,Sunderland,FW,ENG II 2024,Jun 26,Centre,right,"24,0","4 000,0","186,0","23,0","26,0","2 218,0","6,0","0,0","14,3","0,12","0,16","50,0","0,73","0,24","63,6","0,12284392090870844","0,5633074935400517","19,4","5,47","3,33","4,14","0,11892152142513243","-7,36","2,23","66,3","65,6","83,6","0,4915254237288138","58,3","0,85","15,6","2,11","0,0","0,1","100,0","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,24","0,04","0,04","1,5","0,24","2,11","63,3","28,8","24,0","2,39","4,46","0,5954415954415955","0,1902604756511891","0,93","17,4","75,0","27,4","24,3","0,32","0,12","11,5","0,6","0,45","0,71","0,56","77,8","66,7","71,4","34,1","100,0","13,8","18,4","50,0","0,36","0,04","5,51","14,3","0,28","0,36","0,73","0,49228130360205835","75,0","0,7239263803680982","0,6393442622950819","0,33","5,44","0,6551724137931033","7,0","0,5499999999999999","0,31","27,1","0,82","0,47368421052631576","0,12068965517241381","0,12796208530805686","82,7","82,7","1,83","0,2788732394366196","0,6089238845144357","1,34","45,5","0,49","58,3","0,23451327433628322","0,61","0,28","0,24838709677419357","0,89","48,9","17,2","0,45344129554655876","15,1","0,0","2,39","1,38","1,54","2,47","1,01","0,45","0,36","0,89","0,4029850746268656","0,28","22,2","4,91","2,44","0,4383561643835616","3,94","0,36","0,04","8,63","0,0","0,04","0,33333333333333337","8,98","0,0","0,24","0,08","0,16","0,5","0,42","0,07","0,05","0,07","4,83","0,03","0,34","0,73","16,7","0,78","2,64","30,8","3,37","28,6","50,0","0,13401187446988977","0,16","0,328679942516937","0,12","0,93","27,7","0,12","0,81","0,0","0,0","0,45","0,45","0,0","0,0","0,0","0,0","19,7","25,4","2,19","31,5","0,08","5,88","10,2","0,08","0,93","0,65","0,08","0,0","0,12","0,04","0,57","3,94","41,0","0,15","0,16","0,77","0,0","0,44","1,46","0,85","0,69","3,36","5,45","0,48","6,36","9,0","9,0","0,24","0,56","2,52",2025-01-31,"5,180443825245152","21,0","2 026,0"
Emil Riis,Preston North End,FW,ENG II 2024,Jun 25,Centre/Right,right,"26,0","2 500,0","190,0","17,0","29,0","2 032,0","2,0","0,0","13,6","0,22","0,18","30,0","2,08","0,13","53,3","0,2511569204880101","0,5633074935400517","17,9","10,0","4,38","5,27","0,20028887818969668","-18,4","2,79","58,9","60,7","79,2","0,32881355932203404","53,5","0,71","12,9","3,77","0,0","0,08","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,18","0,0","0,0","2,08","0,12","2,21","61,6","46,1","23,2","2,3","6,16","0,5299145299145298","0,377123442808607","0,8","11,1","74,0","34,6","31,9","0,33","0,18","12,9","0,71","0,4","0,95","0,83","87,0","100,0","83,3","48,8","80,0","15,2","19,1","21,2","0,35","0,04","3,49","7,14","0,13","0,35","0,53","0,5454545454545455","40,0","0,6441717791411044","0,6393442622950819","0,44","5,25","0,6206896551724137","6,78","0,5333333333333333","0,29","34,6","0,83","0,5263157894736843","0,4672413793103448","0,26066350710900477","79,0","78,3","2,35","0,4704225352112676","0,5118110236220472","2,08","36,2","0,27","66,7","0,3141592920353982","0,75","0,18","0,20322580645161292","0,93","39,6","21,7","0,37246963562753044","22,9","0,09","2,3","1,51","1,64","3,16","0,8","0,53","0,49","0,89","0,4626865671641791","0,35","53,3","6,64","3,41","0,42465753424657526","5,27","0,44","0,13","11,6","0,0","0,04","0,33333333333333337","9,26","0,0","0,16","0,06","0,1","0,38","0,35","0,08","0,04","0,08","6,58","0,04","0,36","0,49","36,4","1,28","4,83","27,5","5,32","25,0","60,0","0,2697201017811705","0,13","0,41285157051940047","0,13","1,51","28,3","0,18","1,33","0,04","0,04","0,66","0,62","0,0","7,14","7,14","0,04","13,9","16,8","2,52","49,1","0,27","5,89","13,2","0,04","0,93","0,35","0,09","0,0","0,09","0,0","0,44","3,1","43,0","0,31","0,09","0,71","0,56","0,66","1,9","1,02","1,06","4,74","5,5","0,43","4,09","9,0","11,0","0,22","0,52","4,25",2025-01-31,"5,033385740770742","22,0","2 025,0"
